"","title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short","scale.rating","cluster.labels"
"1032","Maquinista, El",2004,102,5000000,7.7,4322,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.36809546470516,1
"1033","Marci X",2003,80,20000000,2.8,741,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-2.42157172551141,2
"1034","Marilyn's Man",2004,92,825000,7.6,24,24.5,0,4.5,4.5,0,0,0,0,0,74.5,"PG",0,0,0,0,1,0,0,1.29075531796605,1
"1035","Mars Attacks!",1996,106,70000000,6.1,27363,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,0.130653116879343,1
"1036","Martin Lawrence Live: Runteldat",2002,113,3000000,4.6,504,24.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,1,0,0,-1.02944908420736,2
"1037","Marvin's Room",1996,98,23000000,6.5,4005,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,0,0,0.440013703835798,1
"1038","Mary Reilly",1996,108,47000000,5.5,2806,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.333387763555339,2
"1039","Mask of Zorro, The",1998,136,65000000,6.8,18220,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,1,0,0,1,0,0.672034144053138,1
"1040","Master and Commander: The Far Side of the World",2003,138,150000000,7.5,21328,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,0,0,1,0,0,0,1.21341517122693,1
"1041","Master of Disguise, The",2002,80,16000000,2.9,3903,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-2.3442315787723,2
"1042","Matilda",1996,102,36000000,6.5,4351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,1,1,0,0,0,0.440013703835798,1
"1043","Matrix Reloaded, The",2003,138,127000000,7.1,57225,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",1,0,0,0,0,0,0,0.904054584270479,1
"1044","Matrix Revolutions, The",2003,125,110000000,6.3,40058,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0,0.28533341035757,1
"1045","Matrix, The",1999,136,63000000,8.5,143853,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",1,0,0,0,0,0,0,1.98681663861807,1
"1046","Max Keeble's Big Move",2001,86,12000000,5.3,587,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0,-0.488068057033567,2
"1047","May",2002,93,1700000,6.8,3324,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.672034144053138,1
"1048","Mayerling",1968,140,5000000,5.6,154,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,-0.256047616816226,2
"1049","McHale's Navy",1997,108,42000000,3.7,1758,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-1.72551040485939,2
"1050","Me, Myself & Irene",2000,116,51000000,6,21305,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0,0.0533129701402291,1
"1051","Mean Creek",2004,89,500000,7.3,2094,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.05873487774871,1
"1052","Mean Girls",2004,97,17000000,7,11591,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG-13",0,0,1,1,0,0,0,0.826714437531366,1
"1053","Medallion, The",2003,88,41000000,4.5,2765,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,-1.10678923094648,2
"1054","Meet Joe Black",1998,178,90000000,6.6,16796,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0,0.517353850574911,1
"1055","Meet the Deedles",1998,93,24000000,3.4,443,24.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0,-1.95753084507673,2
"1056","Meet the Fockers",2004,115,80000000,6.5,11950,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0,0.440013703835798,1
"1057","Meet the Parents",2000,108,55000000,7,30804,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,1,0,0,0,0,0.826714437531366,1
"1058","Megiddo: The Omega Code 2",2001,104,22000000,3.8,729,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"PG-13",0,0,0,0,0,0,0,-1.64817025812027,2
"1059","Memento",2000,113,5000000,8.7,90317,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0,2.1414969320963,1
"1060","Men in Black",1997,98,90000000,6.8,53231,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,0.672034144053138,1
"1061","Men in Black II",2002,88,140000000,5.6,21580,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,-0.256047616816226,2
"1062","Men of Honor",2000,129,32000000,6.6,9684,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.517353850574911,1
"1063","Men of War",1994,99,12000000,4.6,397,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,1,0,0,0,-1.02944908420736,2
"1064","Men with Brooms",2002,102,7500000,5.9,1096,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0,-0.0240271765988843,1
"1065","Menace II Society",1993,97,3500000,7.3,4704,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0,1.05873487774871,1
"1066","Merchant of Venice, The",2004,138,30000000,7.3,1400,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0,1.05873487774871,1
"1067","Mercury Rising",1998,108,60000000,5.6,8202,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0,-0.256047616816226,2
"1068","Mercy Streets",2000,106,600000,4.6,149,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,24.5,"PG-13",1,0,0,1,0,0,0,-1.02944908420736,2
"1069","Message in a Bottle",1999,126,30000000,5.4,5582,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,-0.410727910294453,2
"1070","Metoroporisu",2001,107,14500000,7.3,3380,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,1,0,1,0,1,0,1.05873487774871,1
"1071","Metro",1997,117,55000000,5.2,3560,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,1,1,0,0,0,-0.56540820377268,2
"1072","Mexican, The",2001,123,38000000,6,13935,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,0.0533129701402291,1
"1073","Michael Moore Hates America",2004,125,200000,4.2,629,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,"R",0,0,0,0,1,0,0,-1.33880967116382,2
"1074","Mickey",2004,90,6000000,5.4,52,4.5,4.5,0,0,4.5,14.5,14.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0,-0.410727910294453,2
"1075","Mickey Blue Eyes",1999,102,40000000,5.8,7247,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,-0.101367323337998,1
"1076","Midnight in the Garden of Good and Evil",1997,155,30000000,6.4,8517,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.362673557096684,1
"1077","Mighty Aphrodite",1995,95,15000000,7,7083,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,0,0,0,0,0.826714437531366,1
"1078","Mighty Joe Young",1998,114,49000000,5.6,2873,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",0,0,0,0,0,0,0,-0.256047616816226,2
"1079","Million Dollar Baby",2004,132,30000000,8.3,20195,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"PG-13",0,0,0,1,0,0,0,1.83213634513984,1
"1080","Million Dollar Hotel, The",2000,122,8000000,5.5,4746,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.333387763555339,2
"1081","Mimic",1997,105,25000000,5.6,6052,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.256047616816226,2
"1082","Mindhunters",2004,102,27000000,6.3,3925,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0,0.28533341035757,1
"1083","Minion, The",1998,95,12000000,3.2,338,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,-2.11221113855495,2
"1084","Minority Report",2002,145,102000000,7.8,51199,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"PG-13",1,0,0,1,0,0,0,1.44543561144428,1
"1085","Mirror Has Two Faces, The",1996,122,42000000,5.7,2775,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,-0.178707470077112,1
"1086","Miss Congeniality",2000,109,45000000,6.2,16235,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,0.207993263618457,1
"1087","Mission: Impossible",1996,110,75000000,6.6,33496,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,0.517353850574911,1
"1088","Mission: Impossible II",2000,123,125000000,5.7,35958,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-0.178707470077112,1
"1089","Modern Vampires",1998,91,2000000,4.1,700,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0,-1.41614981790293,2
"1090","Modigliani",2004,128,12000000,7,155,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,44.5,"R",0,0,0,1,0,0,0,0.826714437531366,1
"1091","Molly",1999,102,21000000,5.5,610,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,-0.333387763555339,2
"1092","Molly Maguires, The",1970,124,11000000,6.6,455,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG",0,0,0,1,0,0,0,0.517353850574911,1
"1093","Mona Lisa Smile",2003,117,65000000,6.1,6838,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,0.130653116879343,1
"1094","Money Talks",1997,97,25000000,5.5,2720,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0,-0.333387763555339,2
"1095","Money Train",1995,103,68000000,5.1,5081,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,1,1,0,0,0,-0.642748350511794,2
"1096","Monkeybone",2001,92,75000000,4.7,3112,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,1,1,0,0,0,0,-0.952108937468249,2
"1097","Monsoon Wife",2004,92,1000000,4.7,15,24.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.952108937468249,2
"1098","Monster",2003,109,8000000,7.4,12306,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.13607502448782,1
"1099","Monster's Ball",2001,112,4000000,7.3,15037,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,1,0,1.05873487774871,1
"1100","Monster-in-Law",2005,102,60000000,5.6,147,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"PG-13",0,0,1,0,0,1,0,-0.256047616816226,2
"1101","Montana",1998,92,4000000,6.1,417,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,"R",1,0,0,1,0,0,0,0.130653116879343,1
"1102","Moonlight Mile",2002,117,20000000,6.9,3479,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0,0.749374290792253,1
"1103","Mortal Kombat",1995,101,20000000,5,8779,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG-13",1,0,0,0,0,0,0,-0.720088497250908,2
"1104","Mortal Kombat: Annihilation",1997,91,30000000,3,5799,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-2.26689143203318,2
"1105","Mosquito",1995,92,200000,3.3,312,34.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-2.03487099181584,2
"1106","Mother Night",1996,114,5500000,7.1,1232,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,1,0,0.904054584270479,1
"1107","Mothman Prophecies, The",2002,119,42000000,6.5,11073,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0,0.440013703835798,1
"1108","Moulin Rouge!",2001,127,52500000,7.7,47689,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,"PG-13",0,0,0,1,0,1,0,1.36809546470516,1
"1109","Mousehunt",1997,99,38000000,5.8,4637,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,0,1,0,0,0,0,-0.101367323337998,1
"1110","Mr 3000",2004,104,30000000,5.7,1459,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0,-0.178707470077112,1
"1111","Mr. Deeds",2002,96,50000000,5.5,11729,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,-0.333387763555339,2
"1112","Mrs. Winterbourne",1996,105,25000000,5.8,1310,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0,-0.101367323337998,1
"1113","Mudge Boy, The",2003,94,800000,6.8,204,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0,0.672034144053138,1
"1114","Muertos de risa",1999,111,3500000,6.3,334,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,1,0,0,0,0,0.28533341035757,1
"1115","Mulholland Dr.",2001,147,15000000,7.9,35504,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0,1.52277575818339,1
"1116","Multiplicity",1996,117,45000000,5.7,5241,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.178707470077112,1
"1117","Mumford",1999,112,28000000,6.9,3384,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0,0.749374290792253,1
"1118","Mummy Returns, The",2001,130,98000000,6.1,23551,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,0.130653116879343,1
"1119","Mummy, The",1999,124,76000000,6.5,36216,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,0.440013703835798,1
"1120","Murder by Numbers",2002,120,50000000,6,8358,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,0.0533129701402291,1
"1121","Murders in the Rue Morgue",1971,87,700000,4.9,137,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0,-0.797428643990021,2
"1122","Muriel's Wedding",1994,106,3000000,7.1,6685,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0,0.904054584270479,1
"1123","Muse, The",1999,97,15000000,5.6,3513,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.256047616816226,2
"1124","Music of the Heart",1999,124,27000000,6.6,2348,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG",0,0,0,1,0,0,0,0.517353850574911,1
"1125","Musketeer, The",2001,104,40000000,4.4,3966,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,1,0,-1.18412937768559,2
"1126","Mutant Aliens",2001,81,200000,6.4,223,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,1,1,0,0,0,0,0.362673557096684,1
"1127","Mutant Species",1995,100,1750000,2.8,42,34.5,14.5,14.5,14.5,4.5,4.5,0,0,0,4.5,"R",0,0,0,0,0,0,0,-2.42157172551141,2
"1128","Mute Witness",1994,95,2000000,6.8,1202,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,0,0,0,0,0.672034144053138,1
"1129","My Best Friend's Wedding",1997,105,46000000,6.4,16648,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,0.362673557096684,1
"1130","My Big Fat Greek Wedding",2002,95,5000000,6.9,21675,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,0,0,1,0,0.749374290792253,1
"1131","My Boss's Daughter",2003,90,14000000,4.1,2765,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0,-1.41614981790293,2
"1132","My Cousin Vinny",1992,120,11000000,7.2,10877,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0,0.981394731009594,1
"1133","My Dog Skip",2000,95,7000000,7.1,3109,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0,0.904054584270479,1
"1134","My Family",1995,128,5500000,7,859,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0,0.826714437531366,1
"1135","My Favorite Martian",1999,93,60000000,4.5,1942,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-1.10678923094648,2
"1136","My Fellow Americans",1996,101,21500000,6.3,2752,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,0.28533341035757,1
"1137","My Life's in Turnaround",1993,84,22000,3.9,196,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0,-1.57083011138116,2
"1138","My Little Eye",2002,92,3000000,5.9,2244,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.0240271765988843,1
"1139","Mystery Men",1999,121,68000000,5.8,13331,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,-0.101367323337998,1
"1140","Mystery, Alaska",1999,119,28000000,6.4,5440,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0,0.362673557096684,1
"1141","Mystic Masseur, The",2001,117,2500000,5.2,157,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,4.5,4.5,"PG",0,0,0,1,0,0,0,-0.56540820377268,2
"1142","Mystic River",2003,137,30000000,8,28969,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0,1.6001159049225,1
"1143","Nadie conoce a nadie",1999,108,3000000,6.3,565,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,0.28533341035757,1
"1144","Nadja",1994,93,1000000,5.7,781,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.178707470077112,1
"1145","Napoleon Dynamite",2004,86,400000,7.2,17524,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"PG",0,0,1,0,0,0,0,0.981394731009594,1
"1146","Naqoyqatsi",2002,89,3000000,6.9,575,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG",0,0,0,0,1,0,0,0.749374290792253,1
"1147","Narc",2002,105,7500000,7.3,7185,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.05873487774871,1
"1148","National Treasure",2004,131,100000000,6.6,12361,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG",1,0,0,0,0,0,0,0.517353850574911,1
"1149","Nattens engel",1998,98,700000,4.9,209,4.5,14.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.797428643990021,2
"1150","Naturally Native",1998,107,700000,8.5,26,4.5,0,0,0,0,14.5,14.5,14.5,4.5,44.5,"PG-13",0,0,0,0,0,0,0,1.98681663861807,1
"1151","Negotiator, The",1998,139,50000000,7.2,19100,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"R",1,0,0,1,0,0,0,0.981394731009594,1
"1152","Nemesis Game",2003,92,3000000,5.5,339,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.333387763555339,2
"1153","Net, The",1995,114,22000000,5.6,12201,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,-0.256047616816226,2
"1154","Never Again",2001,98,500000,5.7,309,24.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,1,0,-0.178707470077112,1
"1155","New Guy, The",2002,89,13000000,5.2,4266,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.56540820377268,2
"1156","New Jersey Drive",1995,98,5000000,5.4,348,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.410727910294453,2
"1157","Newton Boys, The",1998,113,27000000,5.7,2003,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,-0.178707470077112,1
"1158","Next Best Thing, The",2000,108,25000000,4.7,3131,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0,-0.952108937468249,2
"1159","Next Friday",2000,98,9500000,5.2,3457,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-0.56540820377268,2
"1160","Next Stop Wonderland",1998,104,1000000,6.7,1467,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,1,0,0.594693997314025,1
"1161","Nicholas Nickleby",2002,132,10000000,7.4,1651,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0,1.13607502448782,1
"1162","Nil by Mouth",1997,128,9000000,6.9,1159,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.749374290792253,1
"1163","Ninth Gate, The",1999,133,38000000,6.4,16291,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,0.362673557096684,1
"1164","Nixon",1995,212,50000000,6.8,5837,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.672034144053138,1
"1165","No Code of Conduct",1998,95,12000000,4.4,314,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,1,0,0,0,-1.18412937768559,2
"1166","No Looking Back",1998,96,5000000,5.6,622,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,-0.256047616816226,2
"1167","No Return",2003,86,35000,6.1,18,14.5,4.5,0,0,34.5,4.5,4.5,14.5,4.5,14.5,"PG-13",0,0,0,0,0,0,0,0.130653116879343,1
"1168","No Way Home",1996,99,4000000,6.6,328,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,0.517353850574911,1
"1169","No Witness",2004,95,350000,3.8,9,24.5,14.5,14.5,14.5,0,0,0,14.5,0,34.5,"R",0,0,0,0,0,0,0,-1.64817025812027,2
"1170","Nochnoy dozor",2004,115,4200000,6.3,1020,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",1,0,0,0,0,0,0,0.28533341035757,1
"1171","Northfork",2003,103,1900000,6.2,1521,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0,0.207993263618457,1
"1172","Not Another Teen Movie",2001,89,16000000,5.2,10295,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-0.56540820377268,2
"1173","Notebook, The",2004,123,30000000,7.8,8830,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,"PG-13",0,0,0,1,0,1,0,1.44543561144428,1
"1174","Notting Hill",1999,124,42000000,7,27285,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0,0.826714437531366,1
"1175","November",2004,73,300000,2.8,164,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,"R",0,0,0,1,0,0,0,-2.42157172551141,2
