"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Men in Black",1997,98,90000000,6.8,53231,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Men in Black II",2002,88,140000000,5.6,21580,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Men of Honor",2000,129,32000000,6.6,9684,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Men of War",1994,99,12000000,4.6,397,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,1,0,0,0
"Men with Brooms",2002,102,7500000,5.9,1096,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0
"Menace II Society",1993,97,3500000,7.3,4704,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Merchant of Venice, The",2004,138,30000000,7.3,1400,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0
"Mercury Rising",1998,108,60000000,5.6,8202,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Mercy Streets",2000,106,600000,4.6,149,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,24.5,"PG-13",1,0,0,1,0,0,0
"Message in a Bottle",1999,126,30000000,5.4,5582,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Metoroporisu",2001,107,14500000,7.3,3380,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,1,0,1,0,1,0
"Metro",1997,117,55000000,5.2,3560,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,1,1,0,0,0
"Mexican, The",2001,123,38000000,6,13935,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Michael Moore Hates America",2004,125,200000,4.2,629,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,"R",0,0,0,0,1,0,0
"Mickey",2004,90,6000000,5.4,52,4.5,4.5,0,0,4.5,14.5,14.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Mickey Blue Eyes",1999,102,40000000,5.8,7247,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Midnight in the Garden of Good and Evil",1997,155,30000000,6.4,8517,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Mighty Aphrodite",1995,95,15000000,7,7083,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,0,0,0,0
"Mighty Joe Young",1998,114,49000000,5.6,2873,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",0,0,0,0,0,0,0
"Million Dollar Baby",2004,132,30000000,8.3,20195,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"PG-13",0,0,0,1,0,0,0
"Million Dollar Hotel, The",2000,122,8000000,5.5,4746,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Mimic",1997,105,25000000,5.6,6052,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Mindhunters",2004,102,27000000,6.3,3925,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Minion, The",1998,95,12000000,3.2,338,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Minority Report",2002,145,102000000,7.8,51199,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"PG-13",1,0,0,1,0,0,0
"Mirror Has Two Faces, The",1996,122,42000000,5.7,2775,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"Miss Congeniality",2000,109,45000000,6.2,16235,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Mission: Impossible",1996,110,75000000,6.6,33496,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Mission: Impossible II",2000,123,125000000,5.7,35958,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Modern Vampires",1998,91,2000000,4.1,700,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Modigliani",2004,128,12000000,7,155,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,44.5,"R",0,0,0,1,0,0,0
"Molly",1999,102,21000000,5.5,610,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Molly Maguires, The",1970,124,11000000,6.6,455,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG",0,0,0,1,0,0,0
"Mona Lisa Smile",2003,117,65000000,6.1,6838,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Money Talks",1997,97,25000000,5.5,2720,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Money Train",1995,103,68000000,5.1,5081,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,1,1,0,0,0
"Monkeybone",2001,92,75000000,4.7,3112,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,1,1,0,0,0,0
"Monsoon Wife",2004,92,1000000,4.7,15,24.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Monster",2003,109,8000000,7.4,12306,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Monster's Ball",2001,112,4000000,7.3,15037,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,1,0
"Monster-in-Law",2005,102,60000000,5.6,147,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"PG-13",0,0,1,0,0,1,0
"Montana",1998,92,4000000,6.1,417,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,"R",1,0,0,1,0,0,0
"Moonlight Mile",2002,117,20000000,6.9,3479,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0
"Mortal Kombat",1995,101,20000000,5,8779,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG-13",1,0,0,0,0,0,0
"Mortal Kombat: Annihilation",1997,91,30000000,3,5799,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Mosquito",1995,92,200000,3.3,312,34.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Mother Night",1996,114,5500000,7.1,1232,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,1,0
"Mothman Prophecies, The",2002,119,42000000,6.5,11073,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Moulin Rouge!",2001,127,52500000,7.7,47689,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,"PG-13",0,0,0,1,0,1,0
"Mousehunt",1997,99,38000000,5.8,4637,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,0,1,0,0,0,0
"Mr 3000",2004,104,30000000,5.7,1459,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Mr. Deeds",2002,96,50000000,5.5,11729,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Mrs. Winterbourne",1996,105,25000000,5.8,1310,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0
"Mudge Boy, The",2003,94,800000,6.8,204,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Muertos de risa",1999,111,3500000,6.3,334,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Mulholland Dr.",2001,147,15000000,7.9,35504,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0
"Multiplicity",1996,117,45000000,5.7,5241,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Mumford",1999,112,28000000,6.9,3384,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Mummy Returns, The",2001,130,98000000,6.1,23551,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Mummy, The",1999,124,76000000,6.5,36216,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Murder by Numbers",2002,120,50000000,6,8358,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Murders in the Rue Morgue",1971,87,700000,4.9,137,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Muriel's Wedding",1994,106,3000000,7.1,6685,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0
"Muse, The",1999,97,15000000,5.6,3513,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Music of the Heart",1999,124,27000000,6.6,2348,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Musketeer, The",2001,104,40000000,4.4,3966,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,1,0
"Mutant Aliens",2001,81,200000,6.4,223,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,1,1,0,0,0,0
"Mutant Species",1995,100,1750000,2.8,42,34.5,14.5,14.5,14.5,4.5,4.5,0,0,0,4.5,"R",0,0,0,0,0,0,0
"Mute Witness",1994,95,2000000,6.8,1202,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,0,0,0,0
"My Best Friend's Wedding",1997,105,46000000,6.4,16648,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"My Big Fat Greek Wedding",2002,95,5000000,6.9,21675,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,0,0,1,0
"My Boss's Daughter",2003,90,14000000,4.1,2765,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"My Cousin Vinny",1992,120,11000000,7.2,10877,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"My Dog Skip",2000,95,7000000,7.1,3109,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"My Family",1995,128,5500000,7,859,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"My Favorite Martian",1999,93,60000000,4.5,1942,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"My Fellow Americans",1996,101,21500000,6.3,2752,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"My Life's in Turnaround",1993,84,22000,3.9,196,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"My Little Eye",2002,92,3000000,5.9,2244,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Mystery Men",1999,121,68000000,5.8,13331,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Mystery, Alaska",1999,119,28000000,6.4,5440,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Mystic Masseur, The",2001,117,2500000,5.2,157,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,4.5,4.5,"PG",0,0,0,1,0,0,0
"Mystic River",2003,137,30000000,8,28969,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Nadie conoce a nadie",1999,108,3000000,6.3,565,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Nadja",1994,93,1000000,5.7,781,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Napoleon Dynamite",2004,86,400000,7.2,17524,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"PG",0,0,1,0,0,0,0
"Naqoyqatsi",2002,89,3000000,6.9,575,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG",0,0,0,0,1,0,0
"Narc",2002,105,7500000,7.3,7185,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"National Treasure",2004,131,100000000,6.6,12361,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG",1,0,0,0,0,0,0
"Nattens engel",1998,98,700000,4.9,209,4.5,14.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Naturally Native",1998,107,700000,8.5,26,4.5,0,0,0,0,14.5,14.5,14.5,4.5,44.5,"PG-13",0,0,0,0,0,0,0
"Negotiator, The",1998,139,50000000,7.2,19100,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"R",1,0,0,1,0,0,0
"Nemesis Game",2003,92,3000000,5.5,339,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Net, The",1995,114,22000000,5.6,12201,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Never Again",2001,98,500000,5.7,309,24.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,1,0
"New Guy, The",2002,89,13000000,5.2,4266,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"New Jersey Drive",1995,98,5000000,5.4,348,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Newton Boys, The",1998,113,27000000,5.7,2003,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Next Best Thing, The",2000,108,25000000,4.7,3131,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Next Friday",2000,98,9500000,5.2,3457,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Next Stop Wonderland",1998,104,1000000,6.7,1467,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,1,0
"Nicholas Nickleby",2002,132,10000000,7.4,1651,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Nil by Mouth",1997,128,9000000,6.9,1159,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Ninth Gate, The",1999,133,38000000,6.4,16291,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Nixon",1995,212,50000000,6.8,5837,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"No Code of Conduct",1998,95,12000000,4.4,314,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,1,0,0,0
"No Looking Back",1998,96,5000000,5.6,622,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"No Return",2003,86,35000,6.1,18,14.5,4.5,0,0,34.5,4.5,4.5,14.5,4.5,14.5,"PG-13",0,0,0,0,0,0,0
"No Way Home",1996,99,4000000,6.6,328,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"No Witness",2004,95,350000,3.8,9,24.5,14.5,14.5,14.5,0,0,0,14.5,0,34.5,"R",0,0,0,0,0,0,0
"Nochnoy dozor",2004,115,4200000,6.3,1020,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",1,0,0,0,0,0,0
"Northfork",2003,103,1900000,6.2,1521,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Not Another Teen Movie",2001,89,16000000,5.2,10295,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Notebook, The",2004,123,30000000,7.8,8830,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,"PG-13",0,0,0,1,0,1,0
"Notting Hill",1999,124,42000000,7,27285,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0
"November",2004,73,300000,2.8,164,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,"R",0,0,0,1,0,0,0
"Novocaine",2001,95,6000000,5.9,2829,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Nueve reinas",2000,114,1500000,7.6,3721,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Nurse Betty",2000,110,24000000,6.6,10441,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Nutty Professor II: The Klumps",2000,109,84000000,4.5,5825,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Nutty Professor, The",1996,95,54000000,5.8,12273,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"O",2001,95,5000000,6.3,4555,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"O Brother, Where Art Thou?",2000,106,26000000,7.8,37961,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"PG-13",0,0,1,0,0,0,0
"Object of My Affection, The",1998,111,15000000,6,4027,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Ocean's Eleven",2001,116,85000000,7.5,44662,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"PG-13",0,0,1,0,0,0,0
"Ocean's Twelve",2004,125,110000000,6,14797,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Octane",2003,91,11500000,4.4,355,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Octopus",2000,95,5000000,2.8,367,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Office Space",1999,89,10000000,7.7,26134,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Old School",2003,92,24000000,6.7,14283,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"On the Border",1998,103,3000000,4.8,165,14.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"On the Line",2001,85,10000000,4.1,1013,24.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,"PG",0,0,1,0,0,1,0
"Once Upon a Time in America",1984,227,30000000,8.2,19292,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0
"Once Upon a Time in Mexico",2003,102,29000000,6,14732,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"One Eight Seven",1997,119,23000000,6.3,2958,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"One Eyed King",2001,105,6500000,5.1,81,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"One Hell of a Christmas",2002,94,400000,2.7,70,34.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"One Hour Photo",2002,96,12000000,7.1,17130,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"One Night Stand",1997,102,24000000,5.7,1709,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"One True Thing",1998,127,30000000,7,2534,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Onegin",1999,106,14000000,6.3,1327,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,0,1,0,1,0
"Open Range",2003,139,26000000,7.5,8799,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Open Water",2003,79,130000,6.1,7204,14.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Orange County",2002,82,18000000,6.1,8526,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Order, The",2003,102,38000000,4.6,3004,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Orgazmo",1997,92,1000000,5.7,5128,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"NC-17",0,0,1,0,0,0,0
"Original Gangstas",1996,99,4800000,5.3,216,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Original Kings of Comedy, The",2000,115,3000000,6.1,1386,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,1,0,0
"Original Sin",2001,116,26000000,5.5,4592,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Osama",2003,83,46000,7.5,1546,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Osmosis Jones",2001,95,75000000,6.2,3410,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,1,1,0,0,0,0
"Othello",1995,123,11000000,6.8,1852,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Other Side of Heaven, The",2001,113,7000000,6.5,683,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,34.5,"PG",0,0,0,1,0,0,0
"Others, The",2001,104,17000000,7.8,36914,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"PG-13",0,0,0,1,0,0,0
"Otra conquista, La",1998,106,3500000,6.7,140,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0
"Out Cold",2001,92,11000000,5.2,1990,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Out for a Kill",2003,88,20000000,3,818,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Out of Reach",2004,88,20000000,3.7,399,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,1,0
"Out-of-Sync",1995,105,1500000,4.7,37,4.5,4.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Out-of-Towners, The",1999,90,40000000,5,2919,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Outbreak",1995,127,50000000,6.4,13796,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Outside Providence",1999,96,7000000,6.1,2735,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Outsiders, The",1983,91,10000000,6.8,7125,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0
"Overnight Delivery",1998,87,12000000,5.9,1229,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0
"Owning Mahowny",2003,104,10000000,7,1999,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"P.S. Your Cat Is Dead",2002,88,2000000,4.7,185,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Pacifier, The",2005,95,56000000,4.9,2179,14.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,"PG",1,0,1,0,0,0,0
"Packing Suburbia, A",1999,90,40000,4.5,38,34.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,0,14.5,"R",0,0,0,1,0,0,0
